"Rank","Player","SACK","INT","FR","FF","DEF TD","SFTY","SPC TD","G","FPTS","FPTS/G","ROST"
"1","Dallas Cowboys (DAL)","5","1","2","2","1","0","0","1","23.0","23.0","92.8%"
"2","New England Patriots (NE)","2","1","1","1","1","0","0","1","22.0","22.0","13.5%"
"3","San Francisco 49ers (SF)","6","1","0","0","1","0","0","1","15.0","15.0","97.9%"
"4","Buffalo Bills (BUF)","3","1","1","0","0","0","0","1","14.0","14.0","62.0%"
"5","Denver Broncos (DEN)","6","2","0","3","0","0","0","1","14.0","14.0","34.5%"
"6","Indianapolis Colts (IND)","4","2","0","1","0","0","0","1","14.0","14.0","26.1%"
"7","Houston Texans (HOU)","0","2","0","0","0","0","0","1","11.0","11.0","31.6%"
"8","New York Jets (NYJ)","2","1","1","1","0","1","0","1","9.0","9.0","82.5%"
"9","Tampa Bay Buccaneers (TB)","5","0","0","1","0","0","0","1","6.0","6.0","20.8%"
"10","Baltimore Ravens (BAL)","3","1","0","0","0","0","0","1","6.0","6.0","86.5%"
"11","Tennessee Titans (TEN)","3","1","0","0","0","0","0","1","6.0","6.0","3.5%"
"12","Jacksonville Jaguars (JAC)","1","0","0","0","0","0","0","1","5.0","5.0","49.9%"
"13","Washington Commanders (WAS)","5","0","0","0","0","0","0","1","5.0","5.0","8.1%"
"14","Carolina Panthers (CAR)","2","0","1","1","0","0","0","1","5.0","5.0","3.0%"
"15","Los Angeles Rams (LAR)","3","0","0","2","0","0","0","1","4.0","4.0","21.2%"
"16","Cincinnati Bengals (CIN)","1","1","0","0","0","0","0","1","4.0","4.0","49.9%"
"17","Chicago Bears (CHI)","1","1","0","0","0","0","0","1","4.0","4.0","33.6%"
"18","Philadelphia Eagles (PHI)","1","1","0","0","0","0","0","1","4.0","4.0","51.5%"
"19","Minnesota Vikings (MIN)","2","0","1","2","0","0","0","1","4.0","4.0","11.0%"
"20","New Orleans Saints (NO)","3","0","1","2","0","0","0","1","4.0","4.0","63.9%"
"21","Arizona Cardinals (ARI)","2","0","0","0","0","0","0","1","3.0","3.0","0.8%"
"22","Green Bay Packers (GB)","1","0","0","0","0","1","0","1","3.0","3.0","26.3%"
"23","New York Giants (NYG)","2","0","0","1","0","0","0","1","2.0","2.0","2.4%"
"24","Las Vegas Raiders (LV)","3","0","0","0","0","0","0","1","2.0","2.0","24.0%"
"25","Pittsburgh Steelers (PIT)","0","1","1","1","0","0","0","1","2.0","2.0","76.1%"
"26","Detroit Lions (DET)","0","1","0","0","0","0","0","1","2.0","2.0","39.7%"
"27","Los Angeles Chargers (LAC)","0","1","0","0","0","0","0","1","1.0","1.0","14.2%"
"28","Seattle Seahawks (SEA)","1","1","1","1","0","0","0","1","1.0","1.0","22.9%"
"29","Kansas City Chiefs (KC)","2","0","0","1","0","0","0","1","1.0","1.0","77.7%"
"30","Atlanta Falcons (ATL)","0","0","0","0","0","0","0","1","0.0","0.0","16.6%"
"31","Cleveland Browns (CLE)","1","0","0","0","0","0","0","1","0.0","0.0","94.2%"
"32","Miami Dolphins (MIA)","2","0","0","0","0","0","0","1","-2.0","-2.0","69.8%"
""
""
