"Rank","Player","SACK","INT","FR","FF","DEF TD","SFTY","SPC TD","G","FPTS","FPTS/G","ROST"
"1","Miami Dolphins (MIA)","5","2","1","3","1","0","0","1","18.0","18.0","69.8%"
"2","San Francisco 49ers (SF)","1","0","2","2","0","0","0","1","15.0","15.0","97.9%"
"3","Carolina Panthers (CAR)","3","0","2","1","0","0","0","1","11.0","11.0","3.0%"
"4","Kansas City Chiefs (KC)","3","2","0","0","0","0","0","1","11.0","11.0","77.7%"
"5","Pittsburgh Steelers (PIT)","3","1","1","2","0","0","0","1","10.0","10.0","76.1%"
"6","Minnesota Vikings (MIN)","3","0","0","0","0","0","1","1","9.0","9.0","11.0%"
"7","Tennessee Titans (TEN)","1","0","0","0","0","0","0","1","8.0","8.0","3.5%"
"8","Buffalo Bills (BUF)","2","0","2","1","0","1","0","1","8.0","8.0","62.0%"
"9","New York Jets (NYJ)","2","1","0","1","0","0","0","1","8.0","8.0","82.5%"
"10","Houston Texans (HOU)","5","0","1","0","0","0","0","1","7.0","7.0","31.6%"
"11","Washington Commanders (WAS)","1","1","0","0","0","0","0","1","7.0","7.0","8.1%"
"12","Las Vegas Raiders (LV)","3","1","1","0","0","0","0","1","6.0","6.0","24.0%"
"13","Tampa Bay Buccaneers (TB)","4","1","0","0","0","0","0","1","6.0","6.0","20.8%"
"14","Philadelphia Eagles (PHI)","3","2","0","0","0","0","0","1","6.0","6.0","51.5%"
"15","Baltimore Ravens (BAL)","4","0","1","2","0","0","0","1","5.0","5.0","86.5%"
"16","Jacksonville Jaguars (JAC)","1","0","2","3","0","0","0","1","5.0","5.0","49.9%"
"17","Los Angeles Chargers (LAC)","1","1","1","1","0","0","0","1","5.0","5.0","14.2%"
"18","Cincinnati Bengals (CIN)","1","0","0","1","0","0","0","1","5.0","5.0","49.9%"
"19","New Orleans Saints (NO)","1","0","0","0","0","0","0","1","5.0","5.0","63.9%"
"20","Arizona Cardinals (ARI)","4","0","0","1","0","0","0","1","4.0","4.0","0.8%"
"21","Los Angeles Rams (LAR)","0","1","1","0","0","0","0","1","4.0","4.0","21.2%"
"22","Cleveland Browns (CLE)","3","0","0","0","0","0","0","1","4.0","4.0","94.2%"
"23","Detroit Lions (DET)","3","1","0","0","0","0","0","1","4.0","4.0","39.7%"
"24","Dallas Cowboys (DAL)","3","0","0","1","0","0","0","1","4.0","4.0","92.8%"
"25","New York Giants (NYG)","0","2","0","0","0","0","0","1","3.0","3.0","2.4%"
"26","Atlanta Falcons (ATL)","0","1","0","0","0","0","0","1","3.0","3.0","16.6%"
"27","Indianapolis Colts (IND)","3","0","0","0","0","0","0","1","3.0","3.0","26.1%"
"28","New England Patriots (NE)","1","1","0","0","0","0","0","1","2.0","2.0","13.5%"
"29","Denver Broncos (DEN)","0","0","1","1","0","0","0","1","2.0","2.0","34.5%"
"30","Seattle Seahawks (SEA)","1","2","0","0","0","0","0","1","1.0","1.0","22.9%"
"31","Chicago Bears (CHI)","1","0","0","0","0","0","0","1","0.0","0.0","33.6%"
"32","Green Bay Packers (GB)","2","0","1","1","0","0","0","1","0.0","0.0","26.3%"
""
""
