"Rank","Player","SACK","INT","FR","FF","DEF TD","SFTY","SPC TD","G","FPTS","FPTS/G","ROST"
"1","Buffalo Bills (BUF)","9","4","1","1","1","0","0","1","32.0","32.0","62.0%"
"2","Detroit Lions (DET)","7","0","1","1","0","0","0","1","16.0","16.0","39.7%"
"3","Houston Texans (HOU)","0","1","1","1","0","0","1","1","13.0","13.0","31.6%"
"4","Philadelphia Eagles (PHI)","2","1","1","2","0","1","0","1","12.0","12.0","51.5%"
"5","Cleveland Browns (CLE)","5","0","0","1","0","0","0","1","12.0","12.0","94.2%"
"6","Kansas City Chiefs (KC)","3","1","1","1","0","0","0","1","11.0","11.0","77.7%"
"7","Pittsburgh Steelers (PIT)","4","3","0","0","0","0","0","1","11.0","11.0","76.1%"
"8","Cincinnati Bengals (CIN)","6","2","0","0","0","0","0","1","11.0","11.0","49.9%"
"9","New Orleans Saints (NO)","1","1","0","0","0","0","1","1","10.0","10.0","63.9%"
"10","Indianapolis Colts (IND)","4","0","2","3","0","0","0","1","9.0","9.0","26.1%"
"11","New England Patriots (NE)","3","0","0","1","0","1","0","1","9.0","9.0","13.5%"
"12","Miami Dolphins (MIA)","1","1","2","2","0","0","0","1","8.0","8.0","69.8%"
"13","Los Angeles Chargers (LAC)","4","1","1","1","0","0","0","1","8.0","8.0","14.2%"
"14","San Francisco 49ers (SF)","2","1","0","0","0","0","0","1","8.0","8.0","97.9%"
"15","Baltimore Ravens (BAL)","5","0","0","1","0","1","0","1","7.0","7.0","86.5%"
"16","Los Angeles Rams (LAR)","2","1","0","0","0","0","0","1","5.0","5.0","21.2%"
"17","Tampa Bay Buccaneers (TB)","1","2","0","0","0","0","0","1","5.0","5.0","20.8%"
"18","Tennessee Titans (TEN)","3","0","1","2","0","0","0","1","5.0","5.0","3.5%"
"19","Arizona Cardinals (ARI)","2","1","0","0","0","0","0","1","5.0","5.0","0.8%"
"20","Green Bay Packers (GB)","4","0","0","0","0","0","0","1","5.0","5.0","26.3%"
"21","Atlanta Falcons (ATL)","0","1","0","0","0","0","0","1","3.0","3.0","16.6%"
"22","Seattle Seahawks (SEA)","3","0","0","0","0","0","0","1","3.0","3.0","22.9%"
"23","Minnesota Vikings (MIN)","1","0","1","4","0","0","0","1","2.0","2.0","11.0%"
"24","Denver Broncos (DEN)","0","0","0","0","0","0","1","1","2.0","2.0","34.5%"
"25","New York Giants (NYG)","2","0","0","0","0","0","0","1","1.0","1.0","2.4%"
"26","New York Jets (NYJ)","0","0","0","0","0","0","0","1","1.0","1.0","82.5%"
"27","Las Vegas Raiders (LV)","1","0","0","0","0","0","0","1","1.0","1.0","24.0%"
"28","Dallas Cowboys (DAL)","2","0","0","0","0","0","0","1","1.0","1.0","92.8%"
"29","Washington Commanders (WAS)","0","1","0","0","0","0","0","1","1.0","1.0","8.1%"
"30","Chicago Bears (CHI)","0","2","0","0","0","0","0","1","0.0","0.0","33.6%"
"31","Carolina Panthers (CAR)","2","1","0","0","0","0","0","1","0.0","0.0","3.0%"
"32","Jacksonville Jaguars (JAC)","0","0","0","0","0","0","0","1","-4.0","-4.0","49.9%"
""
""
