"Rank","Player","SACK","INT","FR","FF","DEF TD","SFTY","SPC TD","G","FPTS","FPTS/G","ROST"
"1","Los Angeles Chargers (LAC)","8","0","3","3","0","0","1","1","27.0","27.0","14.2%"
"2","Indianapolis Colts (IND)","4","3","0","1","2","0","0","1","26.0","26.0","26.1%"
"3","Cleveland Browns (CLE)","7","2","1","1","0","0","0","1","23.0","23.0","94.2%"
"4","Las Vegas Raiders (LV)","8","2","0","1","0","0","0","1","19.0","19.0","24.0%"
"5","Baltimore Ravens (BAL)","4","1","1","1","0","0","0","1","15.0","15.0","86.5%"
"6","New Orleans Saints (NO)","2","3","2","2","0","0","0","1","13.0","13.0","63.9%"
"7","Green Bay Packers (GB)","1","1","1","1","0","0","0","1","12.0","12.0","26.3%"
"8","Kansas City Chiefs (KC)","3","0","1","2","1","0","0","1","12.0","12.0","77.7%"
"9","Los Angeles Rams (LAR)","4","0","2","2","0","0","0","1","9.0","9.0","21.2%"
"10","Atlanta Falcons (ATL)","4","0","2","2","0","1","0","1","9.0","9.0","16.6%"
"11","New England Patriots (NE)","3","1","1","1","0","0","0","1","8.0","8.0","13.5%"
"12","Philadelphia Eagles (PHI)","5","0","1","1","0","0","0","1","7.0","7.0","51.5%"
"13","Pittsburgh Steelers (PIT)","4","1","0","0","0","0","0","1","7.0","7.0","76.1%"
"14","Cincinnati Bengals (CIN)","1","1","1","1","0","0","0","1","6.0","6.0","49.9%"
"15","Miami Dolphins (MIA)","2","0","1","1","0","0","0","1","5.0","5.0","69.8%"
"16","New York Jets (NYJ)","5","0","0","2","0","0","0","1","5.0","5.0","82.5%"
"17","Carolina Panthers (CAR)","1","0","1","0","0","0","0","1","4.0","4.0","3.0%"
"18","Minnesota Vikings (MIN)","1","1","1","1","0","0","0","1","4.0","4.0","11.0%"
"19","Washington Commanders (WAS)","0","1","0","0","0","0","0","1","3.0","3.0","8.1%"
"20","Dallas Cowboys (DAL)","3","0","0","2","0","0","0","1","2.0","2.0","92.8%"
"21","Seattle Seahawks (SEA)","1","0","2","2","0","0","0","1","1.0","1.0","22.9%"
"22","Buffalo Bills (BUF)","1","0","0","0","0","0","0","1","1.0","1.0","62.0%"
"23","Tampa Bay Buccaneers (TB)","3","0","1","2","0","0","0","1","1.0","1.0","20.8%"
"24","Tennessee Titans (TEN)","0","0","0","0","0","0","0","1","1.0","1.0","3.5%"
"25","Arizona Cardinals (ARI)","1","0","0","0","0","0","0","1","1.0","1.0","0.8%"
"26","Jacksonville Jaguars (JAC)","0","0","0","0","0","0","0","0","0","0","49.9%"
"27","Houston Texans (HOU)","2","0","1","2","0","0","0","1","0.0","0.0","31.6%"
"28","Detroit Lions (DET)","0","0","0","0","0","0","0","0","0","0","39.7%"
"29","Denver Broncos (DEN)","0","0","0","0","0","0","0","0","0","0","34.5%"
"30","Chicago Bears (CHI)","0","0","0","0","0","0","0","1","0.0","0.0","33.6%"
"31","San Francisco 49ers (SF)","0","0","0","0","0","0","0","0","0","0","97.9%"
"32","New York Giants (NYG)","0","0","0","0","0","0","0","1","-1.0","-1.0","2.4%"
""
""
